sample	estimated_genome_size	is_paired	original_total_bp	original_coverage	original_read_total	original_read_min	original_read_mean	original_read_std	original_read_median	original_read_max	original_read_25th	original_read_75th	original_qual_min	original_qual_mean	original_qual_std	original_qual_max	original_qual_median	original_qual_25th	original_qual_75th	final_total_bp	final_coverage	final_read_total	final_read_min	final_read_mean	final_read_std	final_read_median	final_read_max	final_read_25th	final_read_75th	final_qual_min	final_qual_mean	final_qual_std	final_qual_max	final_qual_median	final_qual_25th	final_qual_75th	contig_non_acgtn	contig_percent_a	contig_percent_c	contig_percent_g	contig_percent_n	contig_percent_t	contigs_greater_100k	contigs_greater_10k	contigs_greater_1k	contigs_greater_1m	l50_contig_count	max_contig_length	mean_contig_length	median_contig_length	min_contig_length	n50_contig_length	num_contig_non_acgtn	percent_contigs_greater_100k	percent_contigs_greater_10k	percent_contigs_greater_1k	percent_contigs_greater_1m	total_contig	total_contig_length	annotation_organism	annotation_contigs	annotation_bases	annotation_CDS	annotation_gene	annotation_rRNA	annotation_tRNA	annotation_tmRNA	rank	reason	annotation_repeat_region
ERX3291184	1860196	True	129565589	69.652	587704	50	220.460	53.500	250	251	219	251	22	35.525	2.570	38	36.500	34.500	37.500	128762645	69.220	587648	39	219.115	53.935	250	250	217.500	250	22	35.544	2.557	38	36.500	34.500	37.500	0.00	31.24	19.19	18.81	0.00	30.76	0	51	100	0	20	92694	15146	9201	518	32277	0	0.00	43.97	86.21	0.00	116	1756945	Haemophilus influenzae strain	116	1756945	1641	1693	4	47	1	silver	Low coverage (69.22x, expect >= 100.0x);Too many contigs (116, expect <= 100)	
ERX3291185	1860196	True	205828421	110.649	918502	50	224.091	49.535	250	251	224.500	251	22	35.426	2.548	38	36	34	37.500	186019586	100.000	834990	38	222.780	49.933	250	250	222.500	250	22.500	35.448	2.535	38	36	34	37.500	0.00	31.17	19.12	18.86	0.00	30.85	2	39	58	0	11	155271	27537	17140	511	49381	0	3.03	59.09	87.88	0.00	66	1817473	Haemophilus influenzae strain	66	1817473	1706	1766	7	52	1	gold	passed all cutoffs	
ERX3291186	1860196	True	124700681	67.036	538690	50	231.489	45.917	250.500	251	249.500	251	22.500	36.607	2.031	38	37.500	36.500	38	124056711	66.690	538662	49	230.305	46.327	250	250	247.500	250	22.500	36.620	2.019	38	37.500	36.500	38	0.00	31.17	19.15	18.85	0.00	30.82	1	54	94	0	20	106249	17044	10128	567	32369	0	0.97	52.43	91.26	0.00	103	1755600	Haemophilus influenzae strain	103	1755600	1645	1694	3	45	1	silver	Low coverage (66.69x, expect >= 100.0x);Too many contigs (103, expect <= 100)	
ERX3291187	1860196	True	128881678	69.284	572640	50	225.065	48.386	249.500	251	226	251	23	35.773	2.437	38	37	35	37.500	128112920	68.871	572588	41	223.744	48.815	247.500	250	222.500	250	22.500	35.797	2.422	38	37	35	37.500	0.00	31.12	18.87	19.08	0.00	30.93	0	49	89	0	17	94223	17760	9910	530	35712	0	0.00	50.00	90.82	0.00	98	1740484	Haemophilus influenzae strain	98	1740484	1615	1671	7	48	1	silver	Low coverage (68.87x, expect >= 100.0x)	
ERX3291188	1860196	True	125545639	67.491	537018	50	233.783	43.057	250.500	251	249.500	251	23	36.195	2.213	38	37	35.500	37.500	124911308	67.150	536992	42	232.613	43.450	250	250	247.500	250	22.500	36.210	2.202	38	37	35.500	37.500	0.00	31.05	18.91	19.01	0.00	31.04	4	38	65	0	11	154060	24574	11365	567	41199	0	5.63	53.52	91.55	0.00	71	1744806	Haemophilus influenzae strain	71	1744806	1623	1678	7	47	1	silver	Low coverage (67.15x, expect >= 100.0x)	
ERX3291189	1860196	True	319735086	171.882	1409526	50	226.839	45.087	250	251	227.500	251	22.500	36.253	2.237	38	37.500	36	37.500	186019392	100.000	824554	36	225.600	45.443	250	250	225	250	22.500	36.273	2.222	38	37.500	36	37.500	0.00	31.10	19.23	18.89	0.00	30.78	1	48	74	0	14	122473	21485	12447	514	48034	0	1.15	55.17	85.06	0.00	87	1869237	Haemophilus influenzae strain	87	1869237	1812	1864	4	47	1	gold	passed all cutoffs	
ERX3291190	1860196	True	154048069	82.813	690794	50	223.001	53.113	250.500	251	228	251	22.500	36.207	2.249	38	37.500	35.500	37.500	153157086	82.334	690756	38	221.724	53.545	250	250	225	250	22.500	36.222	2.237	38	37.500	35.500	37.500	0.00	31.07	19.30	18.81	0.00	30.83	1	44	66	0	13	111825	26020	15611	513	52136	0	1.39	61.11	91.67	0.00	72	1873477	Haemophilus influenzae strain	72	1873477	1816	1870	6	47	1	silver	Low coverage (82.33x, expect >= 100.0x)	
ERX3291191	1860196	True	127079177	68.315	561048	50	226.503	50.626	250.500	251	238	251	22	36.218	2.224	38	37	36	37.500	126376177	67.937	561022	38	225.261	51.046	250	250	235	250	22	36.232	2.212	38	37	36	37.500	0.00	31.03	19.30	18.98	0.00	30.70	0	65	117	0	23	90927	14695	10693	514	24781	0	0.00	52.00	93.60	0.00	125	1836879	Haemophilus influenzae strain	125	1836879	1766	1814	4	43	1	silver	Low coverage (67.94x, expect >= 100.0x);Too many contigs (125, expect <= 100)	
ERX3291192	1860196	True	156163387	83.950	701736	50	222.538	53.560	250	251	228	251	23	36.241	2.214	38	37.500	35.500	37.500	155258775	83.464	701702	39	221.260	53.997	250	250	225	250	23	36.255	2.203	38	37.500	35.500	37.500	0.00	30.95	19.16	18.94	0.00	30.95	4	34	47	0	9	168852	35339	19745	514	69820	0	7.55	64.15	88.68	0.00	53	1872982	Haemophilus influenzae strain	53	1872982	1820	1871	6	44	1	silver	Low coverage (83.46x, expect >= 100.0x)	
ERX3291193	1860196	True	220998759	118.804	987176	50	223.870	52.472	250	251	232	251	23	36.386	2.164	38	37	36	38	186019384	100.000	835656	39	222.603	52.903	250	250	230	250	23	36.402	2.153	38	37.500	36	38	0.00	30.97	19.21	18.90	0.00	30.92	3	39	55	0	11	135081	30190	18346	514	62587	0	4.84	62.90	88.71	0.00	62	1871819	Haemophilus influenzae strain	62	1871819	1819	1869	5	44	1	gold	passed all cutoffs	
ERX3291194	1860196	True	139900423	75.207	629934	50	222.087	53.856	250	251	227	251	22.500	36.289	2.206	38	37	36	37.500	139084872	74.769	629906	43	220.803	54.292	250	250	225	250	22.500	36.302	2.195	38	37	36	37.500	0.00	31.04	19.43	18.68	0.00	30.85	2	39	61	0	13	146804	27945	15632	514	53747	0	2.99	58.21	91.04	0.00	67	1872344	Haemophilus influenzae strain	67	1872344	1824	1875	6	44	1	silver	Low coverage (74.77x, expect >= 100.0x)	
ERX3291195	1860196	True	253945468	136.516	1128792	50	224.971	50.124	250	251	230	251	22.500	36.614	2.027	38	37.500	36.500	38	186019388	100.000	831582	41	223.694	50.528	250	250	227.500	250	22.500	36.627	2.017	38	37.500	36.500	38	0.00	31.09	19.22	18.88	0.00	30.81	4	36	56	0	11	151398	30714	17840	514	54841	0	6.56	59.02	91.80	0.00	61	1873566	Haemophilus influenzae strain	61	1873566	1825	1878	5	47	1	gold	passed all cutoffs	
ERX3291196	1860196	True	452718066	243.371	1962806	50	230.649	41.972	250	251	236	251	21.500	35.587	2.408	38	36.500	34.500	37.500	186019366	100.000	811136	39	229.332	42.361	250	250	232.500	250	22.500	35.616	2.393	38	36.500	34.500	37.500	0.00	31.16	19.28	18.88	0.00	30.67	1	46	78	0	15	151398	21164	11109	514	39405	0	1.14	52.27	88.64	0.00	88	1862448	Haemophilus influenzae strain	88	1862448	1803	1854	5	45	1	gold	passed all cutoffs	
ERX3291197	1860196	True	127712174	68.655	559700	50	228.180	49.334	250.500	251	243	251	22.500	36.302	2.215	38	37	36	38	127019517	68.283	559670	38	226.954	49.742	250	250	240	250	22.500	36.316	2.204	38	37	36	38	0.00	30.92	19.38	18.79	0.00	30.91	0	53	92	0	18	91238	17906	10860	514	34600	0	0.00	50.96	88.46	0.00	104	1862277	Haemophilus influenzae strain	104	1862277	1804	1852	6	41	1	silver	Low coverage (68.28x, expect >= 100.0x);Too many contigs (104, expect <= 100)	
ERX3291198	1860196	True	295076306	158.626	1302244	50	226.591	47.799	250	251	230.500	251	22.500	35.806	2.399	38	36.500	34.500	37.500	186019375	100.000	825628	39	225.306	48.235	250	250	227.500	250	22.500	35.829	2.384	38	36.500	35	37.500	0.00	31.02	19.17	18.98	0.00	30.83	2	44	71	0	13	144442	23951	14978	514	49090	0	2.56	56.41	91.03	0.00	78	1868183	Haemophilus influenzae strain	78	1868183	1805	1862	8	48	1	gold	passed all cutoffs	
ERX3291199	1860196	True	328898976	176.809	1420054	50	231.610	40.246	250	251	236.500	251	23	36.263	2.152	38	37	36	37.500	186019450	100.000	807376	45	230.400	40.589	250	250	232.500	250	23	36.291	2.132	38	37.500	36	37.500	0.00	31.15	19.16	18.86	0.00	30.83	6	20	29	0	3	364660	55914	20024	565	229133	0	18.18	60.61	87.88	0.00	33	1845164	Haemophilus influenzae strain	33	1845164	1778	1834	7	48	1	gold	passed all cutoffs	
ERX3291200	1860196	True	162850355	87.545	710114	50	229.330	47.299	250.500	251	243	251	22.500	36.242	2.210	38	37	36	37.500	161985507	87.080	710082	39	228.123	47.703	250	250	242.500	250	22.500	36.257	2.199	38	37	36	37.500	0.00	31.05	19.05	18.98	0.00	30.91	7	20	29	0	4	352139	54290	19932	565	146203	0	20.59	58.82	85.29	0.00	34	1845871	Haemophilus influenzae strain	34	1845871	1780	1839	9	49	1	silver	Low coverage (87.08x, expect >= 100.0x)	
ERX3291201	1860196	True	279777586	150.402	1237620	50	226.061	50.536	250.500	251	239.500	251	22.500	36.629	1.999	38	37.500	36.500	38	186019890	100.000	827250	37	224.865	50.929	250	250	237.500	250	22.500	36.641	1.988	38	37.500	36.500	38	0.00	31.12	19.05	18.98	0.00	30.85	7	22	27	0	5	254035	55938	27572	565	146147	0	21.21	66.67	81.82	0.00	33	1845972	Haemophilus influenzae strain	33	1845972	1780	1840	8	51	1	gold	passed all cutoffs	
ERX3291202	1860196	True	147426051	79.253	643044	50	229.262	46.291	250.500	251	237	251	22.500	35.894	2.414	38	36.500	35	37.500	146622417	78.821	642980	42	228.036	46.686	250	250	235	250	22.500	35.911	2.402	38	36.500	35	37.500	0.00	31.11	19.05	19.04	0.00	30.80	2	40	66	0	12	154678	24132	10961	565	47002	0	2.63	52.63	86.84	0.00	76	1834076	Haemophilus influenzae strain	76	1834076	1762	1813	6	44	1	silver	Low coverage (78.82x, expect >= 100.0x)	
ERX3291203	1860196	True	90384430	48.589	422804	50	213.774	52.362	236.500	251	199.500	250.500	22	33.627	2.820	38	34	32	36	89735584	48.240	422802	39	212.240	52.741	235	250	197.500	250	22.500	33.661	2.810	38	34	32	36	0.00	31.05	19.01	19.13	0.00	30.80	0	57	112	0	21	81218	14826	8883	537	29562	0	0.00	46.34	91.06	0.00	123	1823668	Haemophilus influenzae strain	123	1823668	1744	1795	6	44	1	bronze	Low coverage (48.24x, expect >= 50.0x)	
ERX3291204	1860196	True	320055916	172.055	1385618	50	230.985	41.086	250	251	233.500	251	22.500	35.457	2.505	38	36.500	34.500	37.500	186019985	100.000	809990	39	229.657	41.509	250	250	230	250	22	35.487	2.491	38	36.500	34.500	37.500	0.00	31.21	19.25	18.86	0.00	30.68	1	46	68	0	14	112835	23816	13999	565	44675	0	1.30	59.74	88.31	0.00	77	1833883	Haemophilus influenzae strain	77	1833883	1765	1818	7	45	1	gold	passed all cutoffs	
ERX3291205	1860196	True	158075061	84.978	724658	50	218.137	57.186	250	251	208.500	251	22	36.326	2.183	38	37	36	38	157118559	84.464	724630	39	216.826	57.625	250	250	205	250	22	36.339	2.172	38	37	36	38	0.00	31.00	19.05	18.99	0.00	30.96	6	28	40	0	6	341738	40071	20093	565	107972	0	13.04	60.87	86.96	0.00	46	1843266	Haemophilus influenzae strain	46	1843266	1777	1834	9	47	1	silver	Low coverage (84.46x, expect >= 100.0x)	
ERX3291206	1860196	True	237291584	127.563	1054280	50	225.075	51.364	250.500	251	234	251	22	36.315	2.149	38	37.500	36	37.500	186019318	100.000	830862	38	223.887	51.730	250	250	230	250	22	36.329	2.138	38	37.500	36	37.500	0.00	31.13	19.30	18.76	0.00	30.82	5	35	45	0	9	156263	34785	18466	565	65423	0	9.43	66.04	84.91	0.00	53	1843648	Haemophilus influenzae strain	53	1843648	1778	1837	8	50	1	gold	passed all cutoffs	
ERX3291207	1860196	True	238511435	128.219	1313194	50	181.627	60.284	187	251	131.500	246.500	22.500	34.991	2.630	38	35.500	33.500	37	186019432	100.000	1034506	39	179.815	60.612	185	250	130	245	22.500	35.009	2.618	38	35.500	33.500	37	0.00	31.11	19.13	18.89	0.00	30.86	6	20	28	0	5	261750	55893	30233	565	140008	0	18.18	60.61	84.85	0.00	33	1844489	Haemophilus influenzae strain	33	1844489	1781	1837	8	47	1	gold	passed all cutoffs	
ERX3291208	1860196	True	215507565	115.852	959146	50	224.687	52.034	250.500	251	235	251	22.500	36.513	2.078	38	37.500	36	38	186019478	100.000	832520	39	223.441	52.476	250	250	232.500	250	22.500	36.527	2.065	38	37.500	36	38	0.00	31.10	19.10	18.97	0.00	30.84	5	32	49	0	8	194712	32300	12343	558	70163	0	8.77	56.14	85.96	0.00	57	1841123	Haemophilus influenzae strain	57	1841123	1774	1830	8	47	1	gold	passed all cutoffs	
ERX3291209	1860196	True	266454416	143.240	1166492	50	228.424	43.148	249.500	251	229	250.500	23	35.844	2.273	38	37	35.500	37.500	186019470	100.000	819230	39	227.066	43.658	247.500	250	225	250	23	35.875	2.255	38	37	35.500	37.500	0.00	31.39	18.94	18.76	0.00	30.91	2	49	70	0	13	174940	27077	18531	568	48715	0	2.74	67.12	95.89	0.00	73	1976645	Haemophilus influenzae strain	73	1976645	1922	1976	7	46	1	gold	passed all cutoffs	
ERX3291210	1860196	True	352750470	189.631	1723182	50	204.709	52.174	225	251	170.500	250	22	34.580	2.689	38	35.500	33	36.500	186019605	100.000	916396	39	202.990	52.587	222.500	250	170	250	22	34.612	2.672	38	35.500	33	36.500	0.00	31.31	18.66	19.05	0.00	30.97	0	45	92	0	15	96823	19648	8328	563	46932	0	0.00	45.00	92.00	0.00	100	1964887	Haemophilus influenzae strain	100	1964887	1902	1958	5	50	1	gold	passed all cutoffs	
ERX3291211	1860196	True	189483488	101.862	915782	50	206.909	59.541	242.500	251	172	250.500	23	35.668	2.392	38	36.500	35	37.500	186019234	100.000	905910	38	205.339	60.000	242.500	250	170	250	22.500	35.696	2.375	38	36.500	35	37.500	0.00	31.35	18.72	18.98	0.00	30.94	2	46	74	0	13	106439	23975	15107	560	60640	0	2.44	56.10	90.24	0.00	82	1965976	Haemophilus influenzae strain	82	1965976	1916	1970	5	48	1	gold	passed all cutoffs	
ERX3291212	1860196	True	291223668	156.555	1348506	50	215.960	53.201	246.500	251	197	250.500	22	35.506	2.453	38	36.500	34.500	37.500	186019594	100.000	867606	38	214.406	53.730	245	250	195	250	22	35.541	2.432	38	36.500	34.500	37.500	0.00	31.32	18.81	18.99	0.00	30.89	0	66	116	0	24	68697	15407	10177	571	28033	0	0.00	51.97	91.34	0.00	127	1956765	Haemophilus influenzae strain	127	1956765	1896	1946	4	45	1	silver	Too many contigs (127, expect <= 100)	
ERX3291213	1860196	True	280676766	150.886	1303920	50	215.256	52.622	243	251	196.500	250.500	23	35.319	2.513	38	36	34.500	37.500	186019605	100.000	870380	38	213.722	53.091	242.500	250	195	250	22.500	35.352	2.497	38	36	34.500	37.500	0.00	31.38	18.97	18.83	0.00	30.82	0	58	121	0	21	93362	14504	8552	542	28971	0	0.00	42.96	89.63	0.00	135	1958111	Haemophilus influenzae strain	135	1958111	1886	1939	5	47	1	silver	Too many contigs (135, expect <= 100)	
ERX3291214	1860196	True	306688643	164.869	1460520	50	209.986	58.591	247	251	179	250.500	22.500	35.824	2.346	38	36.500	35	37.500	186019738	100.000	892366	38	208.457	59.048	245	250	177.500	250	23	35.850	2.329	38	36.500	35	37.500	0.00	31.25	18.81	19.09	0.00	30.86	0	66	161	0	29	78789	11177	7162	516	20225	0	0.00	38.15	93.06	0.00	173	1933707	Haemophilus influenzae strain	173	1933707	1849	1896	4	42	1	silver	Too many contigs (173, expect <= 100)	
ERX3291215	1860196	True	381016245	204.825	1755780	50	217.007	51.727	248	251	197.500	250.500	22.500	35.684	2.385	38	36.500	35	37.500	186019629	100.000	863142	39	215.514	52.132	247.500	250	195	250	22	35.714	2.368	38	36.500	35	37.500	0.00	31.34	18.78	18.93	0.00	30.95	1	49	84	0	14	214168	21870	11397	560	42633	0	1.11	54.44	93.33	0.00	90	1968373	Haemophilus influenzae strain	90	1968373	1904	1955	5	45	1	gold	passed all cutoffs	
ERX3291216	1860196	True	330236565	177.528	1510650	50	218.606	51.373	248.500	251	203.500	250.500	22	35.573	2.445	38	36.500	35	37.500	186019294	100.000	856396	38	217.212	51.818	247.500	250	200	250	22.500	35.605	2.425	38	36.500	35	37.500	0.00	31.30	18.96	18.87	0.00	30.87	0	69	137	0	28	71628	13201	9581	528	22649	0	0.00	46.62	92.57	0.00	148	1953766	Haemophilus influenzae strain	148	1953766	1886	1935	4	44	1	silver	Too many contigs (148, expect <= 100)	
ERX3291217	1860196	True	290819776	156.338	1327392	50	219.091	49.971	248	251	203.500	250.500	22.500	35.505	2.462	38	36.500	34.500	37.500	186019623	100.000	854876	40	217.598	50.444	247.500	250	202	250	23	35.538	2.443	38	36.500	34.500	37.500	0.00	31.43	18.88	18.81	0.00	30.88	3	42	65	0	11	122403	27791	17359	521	69820	0	4.23	59.15	91.55	0.00	71	1973174	Haemophilus influenzae strain	71	1973174	1917	1972	7	47	1	gold	passed all cutoffs	
ERX3291218	1860196	True	288236069	154.949	1336780	50	215.620	54.395	247	251	198	250.500	22.500	35.405	2.484	38	36	34.500	37.500	186019621	100.000	868730	38	214.128	54.852	245	250	197.500	250	22	35.436	2.467	38	36	34.500	37.500	0.00	31.44	18.93	18.83	0.00	30.80	0	64	116	0	24	66205	15446	10053	595	27272	0	0.00	50.39	91.34	0.00	127	1961716	Haemophilus influenzae strain	127	1961716	1896	1946	4	45	1	silver	Too many contigs (127, expect <= 100)	
ERX3291219	1860196	True	325616237	175.044	1530042	50	212.815	53.982	241	251	190	250.500	22	35.358	2.508	38	36	34.500	37.500	186019552	100.000	880650	40	211.230	54.432	240	250	187.500	250	22	35.386	2.496	38	36	34.500	37.500	0.00	31.18	18.85	18.93	0.00	31.04	1	50	87	0	13	145796	21334	10661	518	54559	0	1.06	53.19	92.55	0.00	94	2005452	Haemophilus influenzae strain	94	2005452	1963	2014	4	46	1	gold	passed all cutoffs	
ERX3291220	1860196	True	339593041	182.558	1550346	50	219.043	49.664	248.500	251	202	250.500	22	35.628	2.391	38	36.500	34.500	37.500	186019861	100.000	854616	39	217.665	50.072	247.500	250	200	250	22.500	35.659	2.370	38	36.500	35	37.500	0.00	31.15	18.58	19.24	0.00	31.03	0	53	104	0	16	94168	17705	8615	525	39676	0	0.00	46.90	92.04	0.00	113	2000759	Haemophilus influenzae strain	113	2000759	1948	1999	5	45	1	silver	Too many contigs (113, expect <= 100)	
ERX3291221	1860196	True	247539209	133.072	1117088	50	221.594	49.287	249	251	213	250.500	22.500	35.414	2.484	38	36	34	37.500	186019659	100.000	845060	37	220.126	49.785	247.500	250	212.500	250	22.500	35.448	2.466	38	36.500	34	37.500	0.00	31.21	18.54	19.23	0.00	31.02	3	40	69	0	11	170677	24808	8592	525	63329	0	3.70	49.38	85.19	0.00	81	2009496	Haemophilus influenzae strain	81	2009496	1970	2024	6	47	1	gold	passed all cutoffs	
ERX3291222	1860196	True	347302954	186.702	1581050	50	219.666	49.360	249	251	204	250.500	22.500	35.685	2.399	38	36.500	35	37.500	186019687	100.000	852860	38	218.113	49.916	247.500	250	200	250	22.500	35.717	2.381	38	36.500	35	37.500	0.00	31.12	18.90	18.90	0.00	31.08	2	48	84	0	14	163587	22060	11160	525	43402	0	2.20	52.75	92.31	0.00	91	2007473	Haemophilus influenzae strain	91	2007473	1967	2020	6	46	1	gold	passed all cutoffs	
ERX3291223	1860196	True	287388461	154.494	1392862	50	206.329	57.318	232.500	251	177.500	250	22	34.693	2.701	38	35.500	33.500	37	186019541	100.000	908550	38	204.743	57.754	232.500	250	175	247.500	22	34.729	2.685	38	35.500	33.500	37	0.00	31.29	19.01	18.81	0.00	30.89	0	51	102	0	16	96596	17387	7304	525	37485	0	0.00	44.35	88.70	0.00	115	1999542	Haemophilus influenzae strain	115	1999542	1952	2003	7	43	1	silver	Too many contigs (115, expect <= 100)	
ERX3291224	1860196	True	220504804	118.538	1073638	50	205.381	58.224	233	251	175	250.500	22.500	34.860	2.649	38	35.500	33.500	37	186019322	100.000	913016	38	203.742	58.667	232.500	250	171.500	250	22.500	34.893	2.634	38	35.500	33.500	37	0.00	31.28	19.11	18.85	0.00	30.76	0	73	173	0	32	67409	10126	5743	551	18853	0	0.00	37.44	88.72	0.00	195	1974679	Haemophilus influenzae strain	195	1974679	1906	1951	4	40	1	silver	Too many contigs (195, expect <= 100)	
ERX3291225	1860196	True	283161514	152.221	1352454	50	209.368	53.134	231.500	251	187.500	250	22	34.508	2.677	38	35	33	36.500	186019597	100.000	895646	38	207.694	53.605	230	250	185	247.500	22	34.547	2.666	38	35	33	36.500	0.00	31.16	18.90	18.86	0.00	31.07	2	45	79	0	13	145644	22485	10197	518	47917	0	2.25	50.56	88.76	0.00	89	2001253	Haemophilus influenzae strain	89	2001253	1954	2007	6	46	1	gold	passed all cutoffs	
ERX3291226	1860196	True	206958346	111.256	973768	50	212.534	54.509	239	251	192.500	250.500	22	34.874	2.682	38	35.500	33.500	37	186019337	100.000	881684	38	210.982	54.961	237.500	250	190	250	22	34.911	2.667	38	35.500	34	37	0.00	31.12	18.77	19.05	0.00	31.07	1	54	97	0	15	119696	18908	10316	525	39915	0	0.94	50.94	91.51	0.00	106	2004257	Haemophilus influenzae strain	106	2004257	1956	2010	7	46	1	silver	Too many contigs (106, expect <= 100)	
ERX3291227	1860196	True	93478179	50.252	442620	50	211.192	55.541	236	251	195	250.500	22	34.445	2.760	38	35	32.500	37	92714649	49.841	442346	40	209.597	56.047	235	250	192.500	250	22	34.484	2.746	38	35	33	37	0.00	31.10	18.90	18.89	0.00	31.11	0	53	90	0	16	96606	19216	10470	525	38531	0	0.00	50.96	86.54	0.00	104	1998499	Haemophilus influenzae strain	104	1998499	1960	2012	5	46	1	bronze	Low coverage (49.84x, expect >= 50.0x)	
ERX3291228	1860196	True	378031325	203.221	1731662	50	218.305	48.499	249	251	196.500	250.500	22	36.296	2.214	38	37.500	36	37.500	186019927	100.000	857682	39	216.887	48.910	247.500	250	192.500	250	22	36.321	2.192	38	37.500	36	37.500	0.00	31.18	18.74	19.05	0.00	31.03	3	45	73	0	13	131017	23327	10589	518	44621	0	3.49	52.33	84.88	0.00	86	2006167	Haemophilus influenzae strain	86	2006167	1962	2015	5	47	1	gold	passed all cutoffs	
ERX3291229	1860196	True	390752667	210.060	1760096	50	222.007	47.613	249	251	213	250.500	22	35.844	2.388	38	36.500	35	37.500	186019331	100.000	843498	39	220.533	48.118	247.500	250	210	250	22.500	35.879	2.371	38	36.500	35	37.500	0.00	30.86	18.83	19.21	0.00	31.10	3	44	65	0	10	143356	27197	14364	638	62212	0	4.29	62.86	92.86	0.00	70	1903811	Haemophilus influenzae strain	70	1903811	1833	1891	5	52	1	gold	passed all cutoffs	
ERX3291230	1860196	True	173322994	93.175	789798	50	219.452	49.251	247	251	205	250.500	22.500	35.445	2.481	38	36	34.500	37.500	172065907	92.499	789310	41	217.995	49.661	245	250	205	250	22.500	35.475	2.466	38	36	34.500	37.500	0.00	30.70	18.80	19.17	0.00	31.33	8	23	32	0	6	217362	54643	27424	638	115460	0	22.86	65.71	91.43	0.00	35	1912517	Haemophilus influenzae strain	35	1912517	1847	1905	6	51	1	silver	Low coverage (92.50x, expect >= 100.0x)	
ERX3291231	1860196	True	162561159	87.389	706160	50	230.204	43.016	250	251	233.500	251	23	36.041	2.281	38	36.500	35.500	37.500	161671222	86.911	706132	39	228.953	43.424	250	250	230	250	23	36.068	2.264	38	36.500	35.500	37.500	0.00	31.03	19.09	18.92	0.00	30.97	1	44	65	0	14	106830	24447	17241	623	45398	0	1.39	61.11	90.28	0.00	72	1760211	Haemophilus influenzae strain	72	1760211	1662	1718	4	51	1	silver	Low coverage (86.91x, expect >= 100.0x)	
ERX3291232	1860196	True	245180579	131.804	1163188	50	210.784	52.372	238.500	251	182.500	250.500	23	35.549	2.421	38	36	34.500	37.500	186019555	100.000	889342	37	209.166	52.760	235	250	180	250	23	35.579	2.406	38	36.500	34.500	37.500	0.00	31.14	19.15	18.84	0.00	30.87	3	41	66	0	13	167958	25568	14682	657	42169	0	4.35	59.42	95.65	0.00	69	1764194	Haemophilus influenzae strain	69	1764194	1665	1722	6	50	1	gold	passed all cutoffs	
